sentiment,selected_text
sadness," You know my father . If I fail , he'll kill me . I have to do well . "
worry,Awww it`s still not the same  I`m going to have a look though.
sadness,v v bad sunburn
neutral,Off to work at the church
neutral,
worry,exciting.
sadness,"I can`t seem to find it,"
sadness," I know that , mom . But sometimes I'm just sad . "
sadness,
fear,"THE Italian writer Primo Levi died on 11 April 1987 , to the dismay of his readers . "
worry,e  Have some fun with it!
neutral,He`s off...again  i wish he would make up his frickin mind...
sadness,lost my voice
neutral,"Aha, Ok  I might see you there yano."
sadness,Records must not be based on the measurement of subjective impressions such as the number of times parents felt depressed about their child 's behaviour . 
worry,"s: decent flick, but NOT a 'Star Trek' story"
worry,
neutral, Four ports . 
anger,
worry,heart broken here
neutral, sure . 
fear,Country and Western is suitable for calming an agitated animal 
anger,When someone does not listen to me after having asked me to repeat what I said. This happened more than one time with the same person.
sadness,Coffee didn`t turn out good tiday but excellent!
sadness,"The dog seems anxious to get the harness on ; indeed , all through the trip the dogs are always keen to pull and seem miserable when they are tied off for the night . "
sadness,is feeling Fab today and missing my boo
sadness,Sitting outside in the cold by the ocean with a glass of wine.
worry,"#3wordsaftersex  Ow, rug burns"
neutral,"Hi , Mary . You look pale today . What's the matter with you ? "
neutral,"I was going to visit my sister today, but she`s grumpy.  I`ll just chill at home with the family and visit her tomorrow."
sadness,they got attacked
sadness,Wishes
sadness,
neutral,_Claire its sunny here  I will send some over to you
neutral,
neutral," You're right , Sarah . I was a fool . I can't believe it . How could I fall for such a trick ? "
sadness,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
worry,sorry
worry,
neutral,then your gaaay!
worry,hope
sadness,Shifted from Melbourne to Brisbane. All my old school friends gave me a party and I had to say good-bye to them all.
sadness,
fear,A relative died.
neutral,Will try to make it there at 6:30pm
worry,Saw a black snake in the garden.  Went back for a picture and it was gone
worry,i`m trying
neutral, I was thinking about it . Are you ? 
neutral,
neutral,
neutral,
worry,"gutted,"
neutral,feels strong contractions but wants to go out.  http://plurk.com/p/wxidk
neutral,i wish
anger," He gets mad when Gary doesn't sleep , he says it 's my fault , he says I make him do it  and   She stopped again . "
neutral,
neutral,I`m trying to tag myself on  picture on facebook but it already has 50 tags.  lol
neutral,
sadness,
neutral,
worry,o worth
sadness,
neutral, It's 9:30 . 
neutral,does anybody want to throw a baseball around with me?
anger," He ’ s my grandfather , and he never really liked you anyway ! "
neutral,
sadness,MAD blocking
neutral," Yeah , you ’ re a pretty big guy . I play goalie , myself . "
fear,When my mother was angry with me over my friends and boyfriend.
neutral, There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . 
worry,"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me..."
worry,Just downloaded parnoid
neutral, Yes . 
worry,K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU
sadness,
sadness,
worry,"Schoool needs to end, Work tonight 4 to 8  hittt me up after <3"
neutral, See you . 
neutral,Vid is marked private..
neutral,
worry,oh when will #gfail end? been on HTML version all day
sadness,
fear,I was on my surf ski. Rather large waves to strong current separated me from my ski and we both began to drift slowly (actually rather quickly) away to sea. The direction I was drifting in was taking me straight over a reef on which rather large sharks were constantly being caught. (I was alone with no one to help me).
worry,Good thing I live my job.
worry,Thunder & lightning scarededededed me!
sadness,No free ice cream though
fear,She voiced her disquiet and Ana laughed . 
worry,
neutral,
sadness,"Tired, tired, tired.. Didn`t sleep well last night..   Thought too much.. Slept not much.. Glad that it`s almost weekend!"
worry,"oh, /me still hasn`t got around to starting it"
fear,Woke up to an open closet door...& #monsters D:
fear,When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers (8) were young.
neutral, Ok . 
worry,
anger,"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . "
neutral, Why not ? 
neutral,
neutral,
sadness,"That's unfair , Mom . "
worry,Where`s my bus? I want to go home!
sadness,"Sadness, no, I felt something much stronger when my father died."
fear,I'm so afraid of viruses now. why did he have to watch this video?! 
neutral,"You`re welcome!  Math is really *not* my favorite thing but it`s also so useful, so.."
neutral, Really ? How long have you been playing the violin ? 
sadness,When I was ill and had to stay at the hospital for a period of time.  
neutral,No Yonkers news posts until June 2 because the newspaper furloughed me
anger,Someone messing up the room we share.
sadness,
fear,"I saw the world without any borders in my  I was flying under the sun above the trees, no just #love. Dreams are my reality"
worry,. I love Providence
worry,headache
worry,
neutral,why baby?
sadness,
sadness,buried
sadness,
worry,
neutral,no not that expensive  windows or linux
sadness,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...
anger,"I invited two friends. We should go out together. Those two girls kept talking about boys, chatting up etc. I bacame sick of it."
worry,"called about it, no answer shall try again tomorrow"
sadness,When my mother and father separated (it was a brief separation and they are together now).
worry,
anger,"I was angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup."
worry,Excited to use it.
worry,I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.
worry,awesome
worry,Not a so Healthy
worry,Rickroll`d by iTunes on shuffle
sadness,sux gabe just told me to go to the afterparty and I have ID that works but I can`t go
neutral,just watching ncis complete first season
worry,SO BAD.
sadness," I'm sorry , I haven't decided yet.Do you mind giving me a couple of minutes ? "
worry,sick.
neutral,Watching southpark for another 20 minutes
neutral,Watching cartoons.....
worry,I am not feeling well
neutral,
fear,"After my car accident, when I woke up in a heap of stones."
neutral,! How exciting!
neutral,
anger,"I \cooked\"" the engine in my father's car - it was actually his fault because he hadn't fixed the temperature gauge or told me. When I finally got home I was absolutely screamed at and the anger I experienced was over the injustice of it all plus the huge row which developed."""
worry,ha ha funny
anger,"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal."
worry,You have to come to Chile... with AC/DC would be fine
sadness,The sun was shining the next morning but the brightness of the day did nothing to dispel Eline 's feelings of dejection . 
sadness,And it`s such glorious weather too - poor you
anger, I'm being attacked by hordes of cockroaches ! 
anger,"Somerset are furious over suggestions that ` The Ghost "" , who took 8 for 122 , should be left out . "
worry,feelin ill.
sadness,"yeah real hard, but I know you`ll get by with it... smile"
worry,sad.
sadness,
worry,Feeling the effects of the party last night. Drank far too much. 2 chicken burgers and one lamb burger. I did dance a fair bit tho.
sadness,"She was deeply depressed , and felt guilty about her depression . "
fear,The Training Sub-Committee is extremely concerned at the amount of pressure Trainers are under and feel there is an urgent need for a group of people to begin training now . 
